(1, 0, 15, 1, 1, 1)
(2, 0, 16, 1, 1, 1)
(3, 0, 17, 1, 1, 1)
(4, 0, 18, 1, 1, 1)
(5, 0, 19, 1, 1, 1)
(6, 0, 20, 1, 1, 1)
(7, 0, 21, 1, 1, 1)
(8, 0, 22, 1, 1, 1)
(9, 0, 23, 1, 1, 1)
(10, 0, 24, 1, 1, 1)
(11, 0, 25, 1, 1, 1)
(12, 0, 26, 1, 1, 1)
(13, 0, 27, 1, 1, 1)
(14, 0, 28, 1, 1, 1)
(15, 0, 29, 1, 1, 1)
(16, 0, 30, 1, 1, 1)
(17, 0, 31, 1, 1, 1)
(18, 0, 32, 1, 1, 1)
(19, 0, 33, 1, 1, 1)
(20, 0, 34, 1, 1, 1)
(21, 0, 35, 1, 1, 1)
(22, 0, 36, 1, 1, 1)
(23, 0, 37, 1, 1, 1)
(24, 0, 38, 1, 1, 1)
(25, 0, 39, 1, 1, 1)
(26, 0, 40, 1, 1, 1)
(27, 0, 41, 1, 1, 1)
(28, 0, 42, 1, 1, 1)
(29, 0, 43, 1, 1, 1)
(30, 0, 44, 1, 1, 1)
(31, 0, 45, 1, 1, 1)
(32, 0, 15, 2, 1, 1)
(33, 0, 16, 2, 1, 1)
(34, 0, 17, 2, 1, 1)
(35, 0, 18, 2, 1, 1)
(36, 0, 19, 2, 1, 1)
(37, 0, 20, 2, 1, 1)
(38, 0, 21, 2, 1, 1)
(39, 0, 22, 2, 1, 1)
(40, 0, 23, 2, 1, 1)
(41, 0, 24, 2, 1, 1)
(42, 0, 25, 2, 1, 1)
(43, 0, 26, 2, 1, 1)
(44, 0, 27, 2, 1, 1)
(45, 0, 28, 2, 1, 1)
(46, 0, 29, 2, 1, 1)
(47, 0, 30, 2, 1, 1)
(48, 0, 31, 2, 1, 1)
(49, 0, 32, 2, 1, 1)
(50, 0, 33, 2, 1, 1)
(51, 0, 34, 2, 1, 1)
(52, 0, 35, 2, 1, 1)
(53, 0, 36, 2, 1, 1)
(54, 0, 37, 2, 1, 1)
(55, 0, 38, 2, 1, 1)
(56, 0, 39, 2, 1, 1)
(57, 0, 40, 2, 1, 1)
(58, 0, 41, 2, 1, 1)
(59, 0, 42, 2, 1, 1)
(60, 0, 43, 2, 1, 1)
(61, 0, 44, 2, 1, 1)
(62, 0, 45, 2, 1, 1)
(63, 0, 15, 3, 1, 1)
(64, 0, 16, 3, 1, 1)
(65, 0, 17, 3, 1, 1)
(66, 0, 18, 3, 1, 1)
(67, 0, 19, 3, 1, 1)
(68, 0, 20, 3, 1, 1)
(69, 0, 21, 3, 1, 1)
(70, 0, 22, 3, 1, 1)
(71, 0, 23, 3, 1, 1)
(72, 0, 24, 3, 1, 1)
(73, 0, 25, 3, 1, 1)
(74, 0, 26, 3, 1, 1)
(75, 0, 27, 3, 1, 1)
(76, 0, 28, 3, 1, 1)
(77, 0, 29, 3, 1, 1)
(78, 0, 30, 3, 1, 1)
(79, 0, 31, 3, 1, 1)
(80, 0, 32, 3, 1, 1)
(81, 0, 33, 3, 1, 1)
(82, 0, 34, 3, 1, 1)
(83, 0, 35, 3, 1, 1)
(84, 0, 36, 3, 1, 1)
(85, 0, 37, 3, 1, 1)
(86, 0, 38, 3, 1, 1)
(87, 0, 39, 3, 1, 1)
(88, 0, 40, 3, 1, 1)
(89, 0, 41, 3, 1, 1)
(90, 0, 42, 3, 1, 1)
(91, 0, 43, 3, 1, 1)
(92, 0, 44, 3, 1, 1)
(93, 0, 45, 3, 1, 1)
(94, 0, 15, 4, 1, 1)
(95, 0, 16, 4, 1, 1)
(96, 0, 17, 4, 1, 1)
(97, 0, 18, 4, 1, 1)
(98, 0, 19, 4, 1, 1)
(99, 0, 20, 4, 1, 1)
(100, 0, 21, 4, 1, 1)
(101, 0, 22, 4, 1, 1)
(102, 0, 23, 4, 1, 1)
(103, 0, 24, 4, 1, 1)
(104, 0, 25, 4, 1, 1)
(105, 0, 26, 4, 1, 1)
(106, 0, 27, 4, 1, 1)
(107, 0, 28, 4, 1, 1)
(108, 0, 29, 4, 1, 1)
(109, 0, 30, 4, 1, 1)
(110, 0, 31, 4, 1, 1)
(111, 0, 32, 4, 1, 1)
(112, 0, 33, 4, 1, 1)
(113, 0, 34, 4, 1, 1)
(114, 0, 35, 4, 1, 1)
(115, 0, 36, 4, 1, 1)
(116, 0, 37, 4, 1, 1)
(117, 0, 38, 4, 1, 1)
(118, 0, 39, 4, 1, 1)
(119, 0, 40, 4, 1, 1)
(120, 0, 41, 4, 1, 1)
(121, 0, 42, 4, 1, 1)
(122, 0, 43, 4, 1, 1)
(123, 0, 44, 4, 1, 1)
(124, 0, 45, 4, 1, 1)
(125, 0, 15, 5, 1, 1)
(126, 0, 16, 5, 1, 1)
(127, 0, 17, 5, 1, 1)
(128, 0, 18, 5, 1, 1)
(129, 0, 19, 5, 1, 1)
(130, 0, 20, 5, 1, 1)
(131, 0, 21, 5, 1, 1)
(132, 0, 22, 5, 1, 1)
(133, 0, 23, 5, 1, 1)
(134, 0, 24, 5, 1, 1)
(135, 0, 25, 5, 1, 1)
(136, 0, 26, 5, 1, 1)
(137, 0, 27, 5, 1, 1)
(138, 0, 28, 5, 1, 1)
(139, 0, 29, 5, 1, 1)
(140, 0, 30, 5, 1, 1)
(141, 0, 31, 5, 1, 1)
(142, 0, 32, 5, 1, 1)
(143, 0, 33, 5, 1, 1)
(144, 0, 34, 5, 1, 1)
(145, 0, 35, 5, 1, 1)
(146, 0, 36, 5, 1, 1)
(147, 0, 37, 5, 1, 1)
(148, 0, 38, 5, 1, 1)
(149, 0, 39, 5, 1, 1)
(150, 0, 40, 5, 1, 1)
(151, 0, 41, 5, 1, 1)
(152, 0, 42, 5, 1, 1)
(153, 0, 43, 5, 1, 1)
(154, 0, 44, 5, 1, 1)
(155, 0, 45, 5, 1, 1)
(156, 0, 15, 6, 1, 1)
(157, 0, 16, 6, 1, 1)
(158, 0, 17, 6, 1, 1)
(159, 0, 18, 6, 1, 1)
(160, 0, 19, 6, 1, 1)
(161, 0, 20, 6, 1, 1)
(162, 0, 21, 6, 1, 1)
(163, 0, 22, 6, 1, 1)
(164, 0, 23, 6, 1, 1)
(165, 0, 24, 6, 1, 1)
(166, 0, 25, 6, 1, 1)
(167, 0, 26, 6, 1, 1)
(168, 0, 27, 6, 1, 1)
(169, 0, 28, 6, 1, 1)
(170, 0, 29, 6, 1, 1)
(171, 0, 30, 6, 1, 1)
(172, 0, 31, 6, 1, 1)
(173, 0, 32, 6, 1, 1)
(174, 0, 33, 6, 1, 1)
(175, 0, 34, 6, 1, 1)
(176, 0, 35, 6, 1, 1)
(177, 0, 36, 6, 1, 1)
(178, 0, 37, 6, 1, 1)
(179, 0, 38, 6, 1, 1)
(180, 0, 39, 6, 1, 1)
(181, 0, 40, 6, 1, 1)
(182, 0, 41, 6, 1, 1)
(183, 0, 42, 6, 1, 1)
(184, 0, 43, 6, 1, 1)
(185, 0, 44, 6, 1, 1)
(186, 0, 45, 6, 1, 1)
(187, 0, 15, 1, 1, 1)
(188, 0, 16, 1, 1, 1)
(189, 0, 17, 1, 1, 1)
(190, 0, 18, 1, 1, 1)
(191, 0, 19, 1, 1, 1)
(192, 0, 20, 1, 1, 1)
(193, 0, 21, 1, 1, 1)
(194, 0, 22, 1, 1, 1)
(195, 0, 23, 1, 1, 1)
(196, 0, 24, 1, 1, 1)
(197, 0, 25, 1, 1, 1)
(198, 0, 26, 1, 1, 1)
(199, 0, 27, 1, 1, 1)
(200, 0, 28, 1, 1, 1)
(201, 0, 29, 1, 1, 1)
(202, 0, 30, 1, 1, 1)
(203, 0, 31, 1, 1, 1)
(204, 0, 32, 1, 1, 1)
(205, 0, 33, 1, 1, 1)
(206, 0, 34, 1, 1, 1)
(207, 0, 35, 1, 1, 1)
(208, 0, 36, 1, 1, 1)
(209, 0, 37, 1, 1, 1)
(210, 0, 38, 1, 1, 1)
(211, 0, 39, 1, 1, 1)
(212, 0, 40, 1, 1, 1)
(213, 0, 41, 1, 1, 1)
(214, 0, 42, 1, 1, 1)
(215, 0, 43, 1, 1, 1)
(216, 0, 44, 1, 1, 1)
(217, 0, 45, 1, 1, 1)
(218, 0, 15, 2, 1, 1)
(219, 0, 16, 2, 1, 1)
(220, 0, 17, 2, 1, 1)
(221, 0, 18, 2, 1, 1)
(222, 0, 19, 2, 1, 1)
(223, 0, 20, 2, 1, 1)
(224, 0, 21, 2, 1, 1)
(225, 0, 22, 2, 1, 1)
(226, 0, 23, 2, 1, 1)
(227, 0, 24, 2, 1, 1)
(228, 0, 25, 2, 1, 1)
(229, 0, 26, 2, 1, 1)
(230, 0, 27, 2, 1, 1)
(231, 0, 28, 2, 1, 1)
(232, 0, 29, 2, 1, 1)
(233, 0, 30, 2, 1, 1)
(234, 0, 31, 2, 1, 1)
(235, 0, 32, 2, 1, 1)
(236, 0, 33, 2, 1, 1)
(237, 0, 34, 2, 1, 1)
(238, 0, 35, 2, 1, 1)
(239, 0, 36, 2, 1, 1)
(240, 0, 37, 2, 1, 1)
(241, 0, 38, 2, 1, 1)
(242, 0, 39, 2, 1, 1)
(243, 0, 40, 2, 1, 1)
(244, 0, 41, 2, 1, 1)
(245, 0, 42, 2, 1, 1)
(246, 0, 43, 2, 1, 1)
(247, 0, 44, 2, 1, 1)
(248, 0, 45, 2, 1, 1)
(249, 0, 15, 3, 1, 1)
(250, 0, 16, 3, 1, 1)
(251, 0, 17, 3, 1, 1)
(252, 0, 18, 3, 1, 1)
(253, 0, 19, 3, 1, 1)
(254, 0, 20, 3, 1, 1)
(255, 0, 21, 3, 1, 1)
(256, 0, 22, 3, 1, 1)
(257, 0, 23, 3, 1, 1)
(258, 0, 24, 3, 1, 1)
(259, 0, 25, 3, 1, 1)
(260, 0, 26, 3, 1, 1)
(261, 0, 27, 3, 1, 1)
(262, 0, 28, 3, 1, 1)
(263, 0, 29, 3, 1, 1)
(264, 0, 30, 3, 1, 1)
(265, 0, 31, 3, 1, 1)
(266, 0, 32, 3, 1, 1)
(267, 0, 33, 3, 1, 1)
(268, 0, 34, 3, 1, 1)
(269, 0, 35, 3, 1, 1)
(270, 0, 36, 3, 1, 1)
(271, 0, 37, 3, 1, 1)
(272, 0, 38, 3, 1, 1)
(273, 0, 39, 3, 1, 1)
(274, 0, 40, 3, 1, 1)
(275, 0, 41, 3, 1, 1)
(276, 0, 42, 3, 1, 1)
(277, 0, 43, 3, 1, 1)
(278, 0, 44, 3, 1, 1)
(279, 0, 45, 3, 1, 1)
(280, 0, 15, 4, 1, 1)
(281, 0, 16, 4, 1, 1)
(282, 0, 17, 4, 1, 1)
(283, 0, 18, 4, 1, 1)
(284, 0, 19, 4, 1, 1)
(285, 0, 20, 4, 1, 1)
(286, 0, 21, 4, 1, 1)
(287, 0, 22, 4, 1, 1)
(288, 0, 23, 4, 1, 1)
(289, 0, 24, 4, 1, 1)
(290, 0, 25, 4, 1, 1)
(291, 0, 26, 4, 1, 1)
(292, 0, 27, 4, 1, 1)
(293, 0, 28, 4, 1, 1)
(294, 0, 29, 4, 1, 1)
(295, 0, 30, 4, 1, 1)
(296, 0, 31, 4, 1, 1)
(297, 0, 32, 4, 1, 1)
(298, 0, 33, 4, 1, 1)
(299, 0, 34, 4, 1, 1)
(300, 0, 35, 4, 1, 1)
(301, 0, 36, 4, 1, 1)
(302, 0, 37, 4, 1, 1)
(303, 0, 38, 4, 1, 1)
(304, 0, 39, 4, 1, 1)
(305, 0, 40, 4, 1, 1)
(306, 0, 41, 4, 1, 1)
(307, 0, 42, 4, 1, 1)
(308, 0, 43, 4, 1, 1)
(309, 0, 44, 4, 1, 1)
(310, 0, 45, 4, 1, 1)
(311, 0, 15, 5, 1, 1)
(312, 0, 16, 5, 1, 1)
(313, 0, 17, 5, 1, 1)
(314, 0, 18, 5, 1, 1)
(315, 0, 19, 5, 1, 1)
(316, 0, 20, 5, 1, 1)
(317, 0, 21, 5, 1, 1)
(318, 0, 22, 5, 1, 1)
(319, 0, 23, 5, 1, 1)
(320, 0, 24, 5, 1, 1)
(321, 0, 25, 5, 1, 1)
(322, 0, 26, 5, 1, 1)
(323, 0, 27, 5, 1, 1)
(324, 0, 28, 5, 1, 1)
(325, 0, 29, 5, 1, 1)
(326, 0, 30, 5, 1, 1)
(327, 0, 31, 5, 1, 1)
(328, 0, 32, 5, 1, 1)
(329, 0, 33, 5, 1, 1)
(330, 0, 34, 5, 1, 1)
(331, 0, 35, 5, 1, 1)
(332, 0, 36, 5, 1, 1)
(333, 0, 37, 5, 1, 1)
(334, 0, 38, 5, 1, 1)
(335, 0, 39, 5, 1, 1)
(336, 0, 40, 5, 1, 1)
(337, 0, 41, 5, 1, 1)
(338, 0, 42, 5, 1, 1)
(339, 0, 43, 5, 1, 1)
(340, 0, 44, 5, 1, 1)
(341, 0, 45, 5, 1, 1)
(342, 0, 15, 6, 1, 1)
(343, 0, 16, 6, 1, 1)
(344, 0, 17, 6, 1, 1)
(345, 0, 18, 6, 1, 1)
(346, 0, 19, 6, 1, 1)
(347, 0, 20, 6, 1, 1)
(348, 0, 21, 6, 1, 1)
(349, 0, 22, 6, 1, 1)
(350, 0, 23, 6, 1, 1)
(351, 0, 24, 6, 1, 1)
(352, 0, 25, 6, 1, 1)
(353, 0, 26, 6, 1, 1)
(354, 0, 27, 6, 1, 1)
(355, 0, 28, 6, 1, 1)
(356, 0, 29, 6, 1, 1)
(357, 0, 30, 6, 1, 1)
(358, 0, 31, 6, 1, 1)
(359, 0, 32, 6, 1, 1)
(360, 0, 33, 6, 1, 1)
(361, 0, 34, 6, 1, 1)
(362, 0, 35, 6, 1, 1)
(363, 0, 36, 6, 1, 1)
(364, 0, 37, 6, 1, 1)
(365, 0, 38, 6, 1, 1)
(366, 0, 39, 6, 1, 1)
(367, 0, 40, 6, 1, 1)
(368, 0, 41, 6, 1, 1)
(369, 0, 42, 6, 1, 1)
(370, 0, 43, 6, 1, 1)
(371, 0, 44, 6, 1, 1)
(372, 0, 45, 6, 1, 1)
(373, 0, 15, 1, 1, 1)
(374, 0, 16, 1, 1, 1)
(375, 0, 17, 1, 1, 1)
(376, 0, 18, 1, 1, 1)
(377, 0, 19, 1, 1, 1)
(378, 0, 20, 1, 1, 1)
(379, 0, 21, 1, 1, 1)
(380, 0, 22, 1, 1, 1)
(381, 0, 23, 1, 1, 1)
(382, 0, 24, 1, 1, 1)
(383, 0, 25, 1, 1, 1)
(384, 0, 26, 1, 1, 1)
(385, 0, 27, 1, 1, 1)
(386, 0, 28, 1, 1, 1)
(387, 0, 29, 1, 1, 1)
(388, 0, 30, 1, 1, 1)
(389, 0, 31, 1, 1, 1)
(390, 0, 32, 1, 1, 1)
(391, 0, 33, 1, 1, 1)
(392, 0, 34, 1, 1, 1)
(393, 0, 35, 1, 1, 1)
(394, 0, 36, 1, 1, 1)
(395, 0, 37, 1, 1, 1)
(396, 0, 38, 1, 1, 1)
(397, 0, 39, 1, 1, 1)
(398, 0, 40, 1, 1, 1)
(399, 0, 41, 1, 1, 1)
(400, 0, 42, 1, 1, 1)
(401, 0, 43, 1, 1, 1)
(402, 0, 44, 1, 1, 1)
(403, 0, 45, 1, 1, 1)
(404, 0, 15, 2, 1, 1)
(405, 0, 16, 2, 1, 1)
(406, 0, 17, 2, 1, 1)
(407, 0, 18, 2, 1, 1)
(408, 0, 19, 2, 1, 1)
(409, 0, 20, 2, 1, 1)
(410, 0, 21, 2, 1, 1)
(411, 0, 22, 2, 1, 1)
(412, 0, 23, 2, 1, 1)
(413, 0, 24, 2, 1, 1)
(414, 0, 25, 2, 1, 1)
(415, 0, 26, 2, 1, 1)
(416, 0, 27, 2, 1, 1)
(417, 0, 28, 2, 1, 1)
(418, 0, 29, 2, 1, 1)
(419, 0, 30, 2, 1, 1)
(420, 0, 31, 2, 1, 1)
(421, 0, 32, 2, 1, 1)
(422, 0, 33, 2, 1, 1)
(423, 0, 34, 2, 1, 1)
(424, 0, 35, 2, 1, 1)
(425, 0, 36, 2, 1, 1)
(426, 0, 37, 2, 1, 1)
(427, 0, 38, 2, 1, 1)
(428, 0, 39, 2, 1, 1)
(429, 0, 40, 2, 1, 1)
(430, 0, 41, 2, 1, 1)
(431, 0, 42, 2, 1, 1)
(432, 0, 43, 2, 1, 1)
(433, 0, 44, 2, 1, 1)
(434, 0, 45, 2, 1, 1)
(435, 0, 15, 3, 1, 1)
(436, 0, 16, 3, 1, 1)
(437, 0, 17, 3, 1, 1)
(438, 0, 18, 3, 1, 1)
(439, 0, 19, 3, 1, 1)
(440, 0, 20, 3, 1, 1)
(441, 0, 21, 3, 1, 1)
(442, 0, 22, 3, 1, 1)
(443, 0, 23, 3, 1, 1)
(444, 0, 24, 3, 1, 1)
(445, 0, 25, 3, 1, 1)
(446, 0, 26, 3, 1, 1)
(447, 0, 27, 3, 1, 1)
(448, 0, 28, 3, 1, 1)
(449, 0, 29, 3, 1, 1)
